ROUTEVIEWS COLLECTOR,        AS NUMBER,               PEERING ADDRESS,PREFIXES
route-views5,207934,                185.156.96.227,942208
route-views5,49544,                  185.197.24.1,937329
route-views5,49544,                  185.197.26.1,938326
route-views5,49544,                 188.122.95.61,941828
route-views5,13058,                 192.108.73.66,961965
route-views5,60539,               193.148.248.178,939691
route-views5,137409,                202.165.70.255,952357
route-views5,1221,                 203.62.252.92,939857
route-views5,19529,                   207.2.124.0,961543
route-views5,19529,                   207.2.125.0,565975
route-views5,11537,              2001:468:0:2::14,7939
route-views5,955,             2001:470:1:784::2,204194
route-views5,199518,             2001:470:1:b96::2,200635
route-views5,41666,                2001:67c:8e4::,201183
route-views5,1221,         2001:8000:100::30:22e,199845
route-views5,58511,                 2400:8280::24,205151
route-views5,58511,                 2400:8280::8e,205142
route-views5,137409,              2401:3cc0::4:285,207076
route-views5,141776,            2406:840:e08f:1::1,196082
route-views5,132884,            2407:d700:0:1::151,207190
route-views5,22296,                   2602:2e5::1,200101
route-views5,19529,                2602:fd10:10::,199417
route-views5,19529,                2602:fd10:20::,194941
route-views5,33185,              2602:fd23:3::131,199801
route-views5,955,           2606:82c0:1:e008::1,196216
route-views5,49544,                 2a00:1630::61,192924
route-views5,49544,                  2a00:1d26::1,189546
route-views5,49544,             2a00:1d26:4001::1,188878
route-views5,60707,             2a02:ff0:2a0:9::2,61363
route-views5,207934,                 2a03:300:2::3,192627
route-views5,56987,                  2a0c:3d00::2,201221
route-views5,13058,            2a0c:7286:2736::66,199829
route-views5,142289,              2a0e:46c4:106::1,202586
route-views5,60539,               2a13:aac7:100::,200112
route-views6,7660,         2001:200:e000::1000:3,198201
route-views6,2497,       2001:240:100:ff::2497:2,194588
route-views6,2914,         2001:418:0:1000::f000,187543
route-views6,3130,               2001:418:1:7::1,199530
route-views6,3130,               2001:418:1:7::2,199552
route-views6,209,        2001:428::205:171:8:75,188962
route-views6,209,       2001:428::205:171:8:123,188962
route-views6,209,     2001:428::205:171:200:139,188962
route-views6,6939,              2001:470:0:1a::1,196607
route-views6,3257,               2001:668:0:4::2,191502
route-views6,18106,                  2001:d98::19,205474
route-views6,7018,          2001:1890:111d:1::63,191416
route-views6,20912,                 2001:40d0::1e,200365
route-views6,58511,                 2400:8280::24,205125
route-views6,23673,                2402:c100::104,208865
route-views6,24441,                2404:cc00:1::1,60
route-views6,140731,              2406:840:eb83::1,204716
route-views6,140731,              2406:840:eb89::1,200872
route-views6,209306,            2406:840:feed:2::1,208385
route-views6,1239, 2600:0:1:1239:144:228:241:130,8027
route-views6,701,                  2600:803::15,191429
route-views6,53767,                  2605:9d00::2,1197
route-views6,1403,            2606:6d00:eb0::252,187678
route-views6,22652,                2607:fad8::1:9,191714
route-views6,20130,             2620:0:2250::ff0b,199959
route-views6,57463,               2a00:1728::1f:4,198046
route-views6,57866,            2a00:a7c0:e20a::17,193373
route-views6,49788,               2a02:d140:1::60,200989
route-views6,216056,             2a13:a5c7:1602::1,19
route-views6,37100,              2c0f:feb0:0:1::8,195082
route-views7,52210,                 23.130.139.83,941434
route-views7,51999,                 23.154.81.152,160825
route-views7,57344,                 178.132.82.71,954098
route-views7,57344,                 178.132.82.72,954050
route-views7,924,                185.121.168.42,709604
route-views7,52210,             2602:fcd3:1:1::13,199370
route-views7,51999,           2602:fed2:fb0:4d::1,196593
route-views7,924,            2a06:1280:ce07::42,200360
route-views7,216343,         2a0f:6580:109:1337::1,200770
